ID,Order Date,Class,Region,Sub-Category,Sales
5859,03/09/2018,Второй класс,Калиниград,Bookcases,42260.27
6351,03/09/2018,Стандарт,Урал,Furnishings,2608.756
7322,03/09/2018,Стандарт,Урал,Paper,4649.707
7323,03/09/2018,Стандарт,Урал,Accessories,3371.2
702,02/09/2018,Стандарт,Владивосток,Furnishings,29655.15
910,02/09/2018,Стандарт,Урал,Phones,10619.68
911,02/09/2018,Стандарт,Урал,Accessories,19323.37
912,02/09/2018,Стандарт,Урал,Storage,15040.14
933,02/09/2018,Стандарт,Владивосток,Paper,86014.76
1266,02/09/2018,Стандарт,Калиниград,Art,37585.41
1947,02/09/2018,Стандарт,Владивосток,Art,31577.36
1948,02/09/2018,Стандарт,Владивосток,Furnishings,25805.56
1949,02/09/2018,Стандарт,Владивосток,Tables,9417.103
1950,02/09/2018,Стандарт,Владивосток,Appliances,35045.66
1951,02/09/2018,Стандарт,Владивосток,Binders,8734.116
1952,02/09/2018,Стандарт,Владивосток,Phones,33468.08
1953,02/09/2018,Стандарт,Владивосток,Labels,24431.77
1954,02/09/2018,Стандарт,Владивосток,Chairs,32041.78
1955,02/09/2018,Стандарт,Владивосток,Art,25469.64
1956,02/09/2018,Стандарт,Владивосток,Accessories,35565.8
1957,02/09/2018,Стандарт,Владивосток,Accessories,3053.755
1958,02/09/2018,Стандарт,Владивосток,Paper,39559.28
3934,02/09/2018,Стандарт,Калиниград,Art,19828.8
3935,02/09/2018,Стандарт,Калиниград,Labels,44840.69
3936,02/09/2018,Стандарт,Калиниград,Phones,29854.74
6680,02/09/2018,Второй класс,Владивосток,Storage,31742.26
6681,02/09/2018,Второй класс,Владивосток,Paper,4054.946
6682,02/09/2018,Второй класс,Владивосток,Paper,18515.83
6903,02/09/2018,Стандарт,Урал,Fasteners,20497.25
6904,02/09/2018,Стандарт,Урал,Appliances,31418.04
6905,02/09/2018,Стандарт,Урал,Storage,41448.78
7223,02/09/2018,Стандарт,Урал,Accessories,31716.29
7440,02/09/2018,Стандарт,Калиниград,Binders,35764.2
7441,02/09/2018,Стандарт,Калиниград,Tables,21953.95
9262,02/09/2018,Same Day,Калиниград,Chairs,7932.377
9274,02/09/2018,Стандарт,Москва,Binders,12644.03
9284,02/09/2018,Второй класс,Калиниград,Labels,24947.82
3231,01/09/2018,Второй класс,Владивосток,Furnishings,40465.98
4332,01/09/2018,Стандарт,Калиниград,Accessories,8425.906
4333,01/09/2018,Стандарт,Калиниград,Binders,29083.68
4723,01/09/2018,Стандарт,Калиниград,Art,37621.59
5220,01/09/2018,Same Day,Урал,Chairs,2618.163
9031,01/09/2018,Same Day,Калиниград,Appliances,10000.89
9032,01/09/2018,Same Day,Калиниград,Tables,1611.933
1532,31/08/2018,Стандарт,Калиниград,Storage,42656.57
1533,31/08/2018,Стандарт,Калиниград,Fasteners,36274.75
2842,31/08/2018,Второй класс,Москва,Paper,31927.79
3655,31/08/2018,Стандарт,Урал,Appliances,12230.88
4990,31/08/2018,Стандарт,Калиниград,Binders,3889.736
4991,31/08/2018,Стандарт,Калиниград,Phones,44551.87
5610,31/08/2018,Стандарт,Москва,Accessories,5013.666
6406,31/08/2018,Второй класс,Калиниград,Chairs,37990.68
6407,31/08/2018,Второй класс,Калиниград,Storage,42511.27
7064,31/08/2018,Стандарт,Калиниград,Supplies,25837.22
9664,31/08/2018,Стандарт,Калиниград,Storage,32303.95
1942,29/08/2018,Первый класс,Урал,Labels,26360.02
1943,29/08/2018,Первый класс,Урал,Storage,43021.69
1944,29/08/2018,Первый класс,Урал,Binders,21448.78
4238,29/08/2018,Второй класс,Владивосток,Art,13465.9
8116,29/08/2018,Стандарт,Калиниград,Furnishings,11513.68
2483,28/08/2018,Стандарт,Калиниград,Phones,1769.464
2484,28/08/2018,Стандарт,Калиниград,Tables,12409.62
2485,28/08/2018,Стандарт,Калиниград,Binders,34337.39
2486,28/08/2018,Стандарт,Калиниград,Art,21505.84
3923,28/08/2018,Стандарт,Урал,Paper,6602.102
3924,28/08/2018,Стандарт,Урал,Paper,83095.34
4598,28/08/2018,Стандарт,Урал,Supplies,5598.337
4599,28/08/2018,Стандарт,Урал,Appliances,39970.2
378,27/08/2018,Стандарт,Владивосток,Tables,21472.54
1796,27/08/2018,Первый класс,Владивосток,Storage,44395.14
1797,27/08/2018,Первый класс,Владивосток,Phones,22402.62
1798,27/08/2018,Первый класс,Владивосток,Binders,33695.25
2918,27/08/2018,Первый класс,Урал,Art,40511.68
3382,27/08/2018,Первый класс,Москва,Envelopes,33303.94
3748,27/08/2018,Второй класс,Калиниград,Furnishings,17723.25
3749,27/08/2018,Второй класс,Калиниград,Appliances,27018.33
3750,27/08/2018,Второй класс,Калиниград,Copiers,10561.48
3751,27/08/2018,Второй класс,Калиниград,Supplies,33542.37
3752,27/08/2018,Второй класс,Калиниград,Chairs,42464.94
3753,27/08/2018,Второй класс,Калиниград,Paper,26436.91
3754,27/08/2018,Второй класс,Калиниград,Binders,20624.72
3755,27/08/2018,Второй класс,Калиниград,Storage,31460.45
4340,27/08/2018,Стандарт,Москва,Paper,35867.57
8576,27/08/2018,Второй класс,Москва,Appliances,40585.16
8935,27/08/2018,Same Day,Владивосток,Paper,26927.96
8936,27/08/2018,Same Day,Владивосток,Accessories,14030.47
9386,27/08/2018,Стандарт,Калиниград,Furnishings,43556.17
2717,26/08/2018,Стандарт,Москва,Accessories,43498.73
8129,26/08/2018,Стандарт,Урал,Furnishings,26577.76
9585,26/08/2018,Первый класс,Урал,Storage,1886.643
875,25/08/2018,Стандарт,Москва,Paper,31438.72
1483,25/08/2018,Второй класс,Москва,Art,38852.55
1484,25/08/2018,Второй класс,Москва,Paper,33805.36
7914,25/08/2018,Первый класс,Владивосток,Storage,39207.99
8635,25/08/2018,Стандарт,Владивосток,Bookcases,12492.74
5403,24/08/2018,Стандарт,Владивосток,Binders,25469.77
5404,24/08/2018,Стандарт,Владивосток,Binders,10056.64
6025,24/08/2018,Второй класс,Владивосток,Appliances,24758.41
6026,24/08/2018,Второй класс,Владивосток,Paper,40962.12
4298,23/08/2018,Второй класс,Москва,Phones,20759.64
4299,23/08/2018,Второй класс,Москва,Paper,38537.48
4300,23/08/2018,Второй класс,Москва,Appliances,10590.63
4301,23/08/2018,Второй класс,Москва,Furnishings,1665.395
4302,23/08/2018,Второй класс,Москва,Paper,27520.18
5235,22/08/2018,Первый класс,Калиниград,Tables,5108.984
6105,22/08/2018,Первый класс,Владивосток,Tables,14524.65
425,21/08/2018,Второй класс,Москва,Chairs,27106.72
827,21/08/2018,Стандарт,Урал,Fasteners,40147.48
828,21/08/2018,Стандарт,Урал,Supplies,26421.76
829,21/08/2018,Стандарт,Урал,Envelopes,9341.212
3335,21/08/2018,Первый класс,Калиниград,Art,6541.7
3336,21/08/2018,Первый класс,Калиниград,Phones,24335.38
3337,21/08/2018,Первый класс,Калиниград,Furnishings,71854.92
3338,21/08/2018,Первый класс,Калиниград,Tables,19643.13
3339,21/08/2018,Первый класс,Калиниград,Binders,30785.18
3340,21/08/2018,Первый класс,Калиниград,Appliances,20586.9
3341,21/08/2018,Первый класс,Калиниград,Labels,38704.47
3604,21/08/2018,Стандарт,Владивосток,Paper,24660.14
3605,21/08/2018,Стандарт,Владивосток,Furnishings,23205.18
3606,21/08/2018,Стандарт,Владивосток,Furnishings,4434.629
6416,21/08/2018,Same Day,Калиниград,Paper,23209.77
8040,21/08/2018,Второй класс,Калиниград,Chairs,14652.35
8041,21/08/2018,Второй класс,Калиниград,Storage,36004.34
8042,21/08/2018,Второй класс,Калиниград,Accessories,14169.61
9270,21/08/2018,Стандарт,Владивосток,Binders,31913.19
9271,21/08/2018,Стандарт,Владивосток,Binders,31203.06
2025,20/08/2018,Второй класс,Калиниград,Binders,28359.92
2855,20/08/2018,Same Day,Владивосток,Storage,24521.4
5965,20/08/2018,Стандарт,Калиниград,Supplies,3181.261
5966,20/08/2018,Стандарт,Калиниград,Storage,43479.15
5967,20/08/2018,Стандарт,Калиниград,Phones,14979.33
7743,20/08/2018,Стандарт,Калиниград,Paper,25196.74
8860,20/08/2018,Стандарт,Москва,Phones,5379.933
4415,19/08/2018,Стандарт,Владивосток,Binders,39268.9
4921,19/08/2018,Стандарт,Урал,Binders,5377.601
6425,19/08/2018,Стандарт,Владивосток,Paper,20838.37
8806,19/08/2018,Стандарт,Калиниград,Binders,35692.92
617,18/08/2018,Второй класс,Владивосток,Furnishings,44750.29
618,18/08/2018,Второй класс,Владивосток,Furnishings,33783.87
619,18/08/2018,Второй класс,Владивосток,Binders,40221.39
620,18/08/2018,Второй класс,Владивосток,Phones,32919.84
621,18/08/2018,Второй класс,Владивосток,Furnishings,32704.87
1513,18/08/2018,Стандарт,Урал,Storage,6729.704
1514,18/08/2018,Стандарт,Урал,Binders,1412.251
1515,18/08/2018,Стандарт,Урал,Binders,2926.315
4277,18/08/2018,Стандарт,Калиниград,Storage,13238.68
5612,18/08/2018,Стандарт,Калиниград,Accessories,34322.05
5613,18/08/2018,Стандарт,Калиниград,Accessories,4519.040000000001
6210,18/08/2018,Стандарт,Калиниград,Binders,12938.16
6211,18/08/2018,Стандарт,Калиниград,Storage,8021.08
6212,18/08/2018,Стандарт,Калиниград,Furnishings,-30296.674
6712,18/08/2018,Второй класс,Владивосток,Art,17480.67
6898,18/08/2018,Стандарт,Владивосток,Binders,42872.33
8607,18/08/2018,Стандарт,Владивосток,Accessories,43339.53
1920,17/08/2018,Первый класс,Владивосток,Binders,19016.78
1921,17/08/2018,Первый класс,Владивосток,Chairs,2500.559
6413,17/08/2018,Стандарт,Москва,Binders,10958.21
6414,17/08/2018,Стандарт,Москва,Accessories,4179.237
7185,17/08/2018,Стандарт,Урал,Supplies,43553.96
7186,17/08/2018,Стандарт,Урал,Art,19855.19
7187,17/08/2018,Стандарт,Урал,Chairs,40655.22
7188,17/08/2018,Стандарт,Урал,Furnishings,8368.687
7189,17/08/2018,Стандарт,Урал,Appliances,43108.68
7244,17/08/2018,Второй класс,Владивосток,Chairs,39585.82
7934,17/08/2018,Стандарт,Калиниград,Envelopes,10472.08
7935,17/08/2018,Стандарт,Калиниград,Phones,7111.921
7936,17/08/2018,Стандарт,Калиниград,Paper,16936.65
7937,17/08/2018,Стандарт,Калиниград,Binders,19973.28
7938,17/08/2018,Стандарт,Калиниград,Appliances,38075.11
7939,17/08/2018,Стандарт,Калиниград,Storage,1959.244
7940,17/08/2018,Стандарт,Калиниград,Binders,21905.98
7267,16/08/2018,Same Day,Москва,Binders,23552.17
7268,16/08/2018,Same Day,Москва,Storage,4366.307
2460,15/08/2018,Стандарт,Владивосток,Appliances,9299.059
2535,15/08/2018,Второй класс,Владивосток,Storage,39912.92
5295,15/08/2018,Стандарт,Урал,Labels,-9048.470000000001
2398,14/08/2018,Второй класс,Калиниград,Labels,22540.5
2399,14/08/2018,Второй класс,Калиниград,Art,4765.07
4491,14/08/2018,Стандарт,Калиниград,Tables,9050.287
2864,13/08/2018,Same Day,Калиниград,Storage,28167.99
2865,13/08/2018,Same Day,Калиниград,Appliances,43070.75
2866,13/08/2018,Same Day,Калиниград,Art,28528.06
2867,13/08/2018,Same Day,Калиниград,Supplies,28155.18
6071,13/08/2018,Стандарт,Владивосток,Labels,37533.23
7376,13/08/2018,Стандарт,Калиниград,Binders,25791.18
7898,13/08/2018,Стандарт,Москва,Appliances,5846.001
7899,13/08/2018,Стандарт,Москва,Binders,21563.36
7900,13/08/2018,Стандарт,Москва,Fasteners,2556.345
7901,13/08/2018,Стандарт,Москва,Accessories,3826.126
7902,13/08/2018,Стандарт,Москва,Furnishings,36722.54
7903,13/08/2018,Стандарт,Москва,Envelopes,38149.34
7904,13/08/2018,Стандарт,Москва,Chairs,12220.88
2863,12/08/2018,Стандарт,Москва,Paper,40449.61
5762,12/08/2018,Первый класс,Калиниград,Appliances,36447.81
5763,12/08/2018,Первый класс,Калиниград,Furnishings,31587.37
7765,12/08/2018,Same Day,Владивосток,Art,9437.453
7766,12/08/2018,Same Day,Владивосток,Chairs,18691.28
7767,12/08/2018,Same Day,Владивосток,Art,32456.21
8254,12/08/2018,Стандарт,Калиниград,Copiers,14589.15
8255,12/08/2018,Стандарт,Калиниград,Paper,36360.01
8256,12/08/2018,Стандарт,Калиниград,Phones,13882.01
8257,12/08/2018,Стандарт,Калиниград,Storage,17422.83
8258,12/08/2018,Стандарт,Калиниград,Accessories,41250.17
8259,12/08/2018,Стандарт,Калиниград,Binders,1603.05
4026,11/08/2018,Первый класс,Урал,Paper,12708.14
4027,11/08/2018,Первый класс,Урал,Art,18186.91
4028,11/08/2018,Первый класс,Урал,Phones,34771.11
4029,11/08/2018,Первый класс,Урал,Binders,10325.53
6693,11/08/2018,Второй класс,Москва,Binders,13529.95
9385,11/08/2018,Стандарт,Владивосток,Paper,3280.893
2188,10/08/2018,Стандарт,Урал,Envelopes,26382.04
2189,10/08/2018,Стандарт,Урал,Furnishings,36796.26
2190,10/08/2018,Стандарт,Урал,Phones,22988.82
6728,10/08/2018,Второй класс,Урал,Paper,25163.8
2746,07/08/2018,Второй класс,Москва,Accessories,30247.06
3574,07/08/2018,Стандарт,Владивосток,Art,6135.96
3575,07/08/2018,Стандарт,Владивосток,Art,32879.37
4105,07/08/2018,Стандарт,Калиниград,Phones,16807.04
4106,07/08/2018,Стандарт,Калиниград,Binders,16478.24
4262,07/08/2018,Стандарт,Урал,Accessories,38281.5
4458,07/08/2018,Стандарт,Калиниград,Paper,20660.55
7652,07/08/2018,Первый класс,Урал,Accessories,24412.41
7653,07/08/2018,Первый класс,Урал,Storage,34257.94
9180,07/08/2018,Стандарт,Калиниград,Phones,40543.09
9181,07/08/2018,Стандарт,Калиниград,Binders,30044.61
9182,07/08/2018,Стандарт,Калиниград,Binders,22891.04
9183,07/08/2018,Стандарт,Калиниград,Accessories,31616.77
9184,07/08/2018,Стандарт,Калиниград,Paper,10985.65
9185,07/08/2018,Стандарт,Калиниград,Furnishings,11956.97
9186,07/08/2018,Стандарт,Калиниград,Chairs,18404.77
9187,07/08/2018,Стандарт,Калиниград,Appliances,1032.233
1933,06/08/2018,Второй класс,Москва,Bookcases,9562.738
1934,06/08/2018,Второй класс,Москва,Furnishings,33089.7
5530,06/08/2018,Стандарт,Урал,Paper,-22958.78
6399,06/08/2018,Стандарт,Владивосток,Phones,36343.14
6400,06/08/2018,Стандарт,Владивосток,Labels,29914.2
6401,06/08/2018,Стандарт,Владивосток,Art,35985.88
7403,06/08/2018,Стандарт,Владивосток,Supplies,32039.31
1443,05/08/2018,Первый класс,Москва,Paper,23951.13
6081,05/08/2018,Первый класс,Урал,Storage,27200.22
6641,05/08/2018,Стандарт,Урал,Binders,28972.33
6642,05/08/2018,Стандарт,Урал,Accessories,18595.79
6643,05/08/2018,Стандарт,Урал,Labels,18535.74
5090,04/08/2018,Первый класс,Калиниград,Paper,27628.61
5091,04/08/2018,Первый класс,Калиниград,Envelopes,24769.56
5243,04/08/2018,Стандарт,Урал,Binders,26269.73
2008,03/08/2018,Первый класс,Урал,Bookcases,31301.8
4632,03/08/2018,Второй класс,Калиниград,Labels,19831.12
4633,03/08/2018,Второй класс,Калиниград,Furnishings,43002.54
7088,03/08/2018,Второй класс,Калиниград,Storage,22320.86
9208,03/08/2018,Стандарт,Урал,Accessories,20579.2
9209,03/08/2018,Второй класс,Калиниград,Storage,41278.16
1010,01/08/2018,Первый класс,Урал,Phones,42662.57
1206,01/08/2018,Первый класс,Москва,Phones,3176.354
1834,01/08/2018,Стандарт,Урал,Machines,17287.89
1835,01/08/2018,Стандарт,Урал,Paper,17860.06
2186,01/08/2018,Второй класс,Калиниград,Binders,16792.71
6912,01/08/2018,Второй класс,Калиниград,Storage,20687.38
2225,31/07/2018,Стандарт,Владивосток,Paper,20739.47
3785,31/07/2018,Стандарт,Москва,Accessories,38056.65
5713,31/07/2018,Same Day,Урал,Phones,7816.889
6455,31/07/2018,Первый класс,Калиниград,Storage,11125.03
6456,31/07/2018,Первый класс,Калиниград,Furnishings,-21786.26
6691,31/07/2018,Стандарт,Урал,Binders,11586.96
6692,31/07/2018,Стандарт,Урал,Appliances,14427.42
9439,31/07/2018,Стандарт,Владивосток,Phones,26189.59
9703,31/07/2018,Стандарт,Владивосток,Paper,42843.92
9704,31/07/2018,Стандарт,Владивосток,Binders,12255.57
9705,31/07/2018,Стандарт,Владивосток,Binders,17040.42
642,30/07/2018,Второй класс,Калиниград,Storage,32265.32
643,30/07/2018,Второй класс,Калиниград,Labels,10565.68
7659,30/07/2018,Первый класс,Владивосток,Binders,35176.1
7739,30/07/2018,Стандарт,Владивосток,Phones,24878.77
1735,29/07/2018,Второй класс,Москва,Appliances,-17817.33
1736,29/07/2018,Второй класс,Москва,Phones,24500.85
1737,29/07/2018,Второй класс,Москва,Art,13365.55
1845,29/07/2018,Стандарт,Калиниград,Accessories,13610.84
2227,29/07/2018,Стандарт,Урал,Fasteners,31385.99
2228,29/07/2018,Стандарт,Урал,Phones,3695.18
2713,29/07/2018,Второй класс,Владивосток,Art,34297.07
5025,29/07/2018,Стандарт,Урал,Binders,30368.86
5026,29/07/2018,Стандарт,Урал,Phones,39768.83
5027,29/07/2018,Стандарт,Урал,Appliances,17375.31
5028,29/07/2018,Стандарт,Урал,Chairs,43194.53
6911,29/07/2018,Стандарт,Калиниград,Bookcases,5092.217
2219,28/07/2018,Стандарт,Калиниград,Binders,21216.26
2220,28/07/2018,Стандарт,Калиниград,Storage,24202.66
2221,28/07/2018,Стандарт,Калиниград,Phones,22541.14
4126,27/07/2018,Второй класс,Москва,Furnishings,7560.156
5297,27/07/2018,Стандарт,Владивосток,Furnishings,29125.46
5298,27/07/2018,Стандарт,Владивосток,Phones,40167.33
8094,27/07/2018,Второй класс,Калиниград,Furnishings,1356.796
8095,27/07/2018,Второй класс,Калиниград,Paper,38958.66
8096,27/07/2018,Второй класс,Калиниград,Paper,38232.88
8097,27/07/2018,Второй класс,Калиниград,Accessories,33330.94
8302,26/07/2018,Стандарт,Калиниград,Accessories,22169.51
8303,26/07/2018,Стандарт,Калиниград,Chairs,28787.29
2856,25/07/2018,Стандарт,Урал,Labels,40896.32
5116,25/07/2018,Стандарт,Владивосток,Labels,9916.519
6783,25/07/2018,Второй класс,Владивосток,Furnishings,2938.709
6784,25/07/2018,Второй класс,Владивосток,Supplies,14242.2
6785,25/07/2018,Второй класс,Владивосток,Tables,33829.23
6786,25/07/2018,Второй класс,Владивосток,Storage,27482.93
6787,25/07/2018,Второй класс,Владивосток,Paper,60880.32
7930,25/07/2018,Первый класс,Урал,Tables,23870.25
6902,24/07/2018,Same Day,Калиниград,Copiers,19856.92
759,23/07/2018,Стандарт,Владивосток,Binders,7262.507
4373,23/07/2018,Второй класс,Урал,Art,6549.0
4374,23/07/2018,Второй класс,Урал,Accessories,14305.39
6262,23/07/2018,Стандарт,Владивосток,Labels,33754.58
7894,23/07/2018,Стандарт,Владивосток,Binders,8905.037
8185,23/07/2018,Стандарт,Урал,Paper,32548.13
8639,23/07/2018,Первый класс,Урал,Accessories,41648.61
9230,23/07/2018,Первый класс,Калиниград,Binders,31500.55
9231,23/07/2018,Первый класс,Калиниград,Paper,38950.59
9589,23/07/2018,Стандарт,Урал,Art,14288.39
3197,22/07/2018,Стандарт,Владивосток,Phones,14726.15
8119,22/07/2018,Стандарт,Урал,Chairs,1106.932
645,21/07/2018,Стандарт,Владивосток,Paper,3108.992
4273,21/07/2018,Same Day,Калиниград,Phones,44337.78
4274,21/07/2018,Same Day,Калиниград,Art,25648.76
5013,21/07/2018,Стандарт,Владивосток,Binders,26843.64
5014,21/07/2018,Стандарт,Владивосток,Storage,21241.92
5015,21/07/2018,Стандарт,Владивосток,Phones,15227.37
6584,21/07/2018,Стандарт,Москва,Art,10710.75
6585,21/07/2018,Стандарт,Москва,Phones,22388.2
6586,21/07/2018,Стандарт,Москва,Furnishings,16779.74
6587,21/07/2018,Стандарт,Москва,Art,27751.72
6588,21/07/2018,Стандарт,Москва,Bookcases,35934.24
6589,21/07/2018,Стандарт,Москва,Binders,5484.066
6590,21/07/2018,Стандарт,Москва,Supplies,30647.71
6699,21/07/2018,Стандарт,Калиниград,Paper,38857.91
6700,21/07/2018,Стандарт,Калиниград,Chairs,22913.81
6701,21/07/2018,Стандарт,Калиниград,Binders,1115.306
6832,21/07/2018,Стандарт,Владивосток,Appliances,1137.416
7084,21/07/2018,Второй класс,Калиниград,Art,20617.88
7085,21/07/2018,Второй класс,Калиниград,Phones,6459.105
7845,21/07/2018,Стандарт,Урал,Tables,13164.0
8327,21/07/2018,Второй класс,Урал,Binders,39088.31
8328,21/07/2018,Второй класс,Урал,Binders,21609.1
579,20/07/2018,Стандарт,Урал,Storage,30950.53
580,20/07/2018,Стандарт,Урал,Furnishings,7264.009
2314,20/07/2018,Стандарт,Урал,Labels,40806.0
2315,20/07/2018,Стандарт,Урал,Appliances,11796.9
2316,20/07/2018,Стандарт,Урал,Binders,3144.973
2317,20/07/2018,Стандарт,Урал,Chairs,34129.62
2318,20/07/2018,Стандарт,Урал,Binders,12903.64
2319,20/07/2018,Стандарт,Урал,Accessories,38285.04
3155,20/07/2018,Стандарт,Урал,Binders,19024.03
9319,20/07/2018,Стандарт,Владивосток,Paper,16548.76
9320,20/07/2018,Стандарт,Владивосток,Chairs,21149.97
9321,20/07/2018,Стандарт,Владивосток,Furnishings,5146.055
3915,18/07/2018,Стандарт,Калиниград,Tables,26080.01
3916,18/07/2018,Стандарт,Калиниград,Chairs,43900.1
3917,18/07/2018,Стандарт,Калиниград,Paper,43801.9
3918,18/07/2018,Стандарт,Калиниград,Binders,32235.0
3919,18/07/2018,Стандарт,Калиниград,Chairs,38521.85
7043,18/07/2018,Стандарт,Владивосток,Copiers,15629.06
7044,18/07/2018,Стандарт,Владивосток,Chairs,32472.13
7045,18/07/2018,Стандарт,Владивосток,Supplies,6690.963
2440,17/07/2018,Стандарт,Москва,Furnishings,7754.883
4526,17/07/2018,Стандарт,Владивосток,Phones,20142.75
4527,17/07/2018,Стандарт,Владивосток,Paper,40356.29
4528,17/07/2018,Стандарт,Владивосток,Furnishings,24659.78
4573,17/07/2018,Стандарт,Калиниград,Copiers,27808.97
5649,17/07/2018,Второй класс,Калиниград,Paper,11302.03
5650,17/07/2018,Второй класс,Калиниград,Envelopes,44453.4
5651,17/07/2018,Второй класс,Калиниград,Storage,34650.82
5652,17/07/2018,Второй класс,Калиниград,Bookcases,19899.64
24,16/07/2018,Второй класс,Владивосток,Chairs,39155.86
2572,16/07/2018,Стандарт,Урал,Art,35730.25
2091,15/07/2018,Стандарт,Владивосток,Binders,39267.64
2092,15/07/2018,Стандарт,Владивосток,Tables,1048.704
5498,15/07/2018,Второй класс,Владивосток,Art,26121.61
5499,15/07/2018,Второй класс,Владивосток,Labels,44541.65
5500,15/07/2018,Второй класс,Владивосток,Accessories,37908.57
5501,15/07/2018,Второй класс,Владивосток,Chairs,40179.79
5502,15/07/2018,Второй класс,Владивосток,Paper,1576.338
7690,15/07/2018,Первый класс,Москва,Appliances,39650.34
7691,15/07/2018,Первый класс,Москва,Tables,4767.714
7692,15/07/2018,Первый класс,Москва,Paper,38203.81
7496,14/07/2018,Стандарт,Калиниград,Binders,11100.23
7497,14/07/2018,Стандарт,Калиниград,Furnishings,18084.44
7498,14/07/2018,Стандарт,Калиниград,Fasteners,44409.11
7499,14/07/2018,Стандарт,Калиниград,Art,9206.895
7500,14/07/2018,Стандарт,Калиниград,Furnishings,25077.28
7501,14/07/2018,Стандарт,Калиниград,Accessories,42541.03
7502,14/07/2018,Стандарт,Калиниград,Phones,11530.31
7509,14/07/2018,Стандарт,Владивосток,Paper,40865.74
7510,14/07/2018,Стандарт,Владивосток,Phones,36215.85
7511,14/07/2018,Стандарт,Владивосток,Storage,27643.03
7512,14/07/2018,Стандарт,Владивосток,Furnishings,37046.02
7513,14/07/2018,Стандарт,Владивосток,Storage,20665.94
7514,14/07/2018,Стандарт,Владивосток,Art,10601.94
4804,13/07/2018,Второй класс,Владивосток,Phones,28671.18
4805,13/07/2018,Второй класс,Владивосток,Furnishings,12841.91
5976,13/07/2018,Стандарт,Урал,Storage,25345.93
5977,13/07/2018,Стандарт,Урал,Paper,9590.593
9010,12/07/2018,Стандарт,Владивосток,Paper,5861.68
1473,11/07/2018,Стандарт,Калиниград,Labels,6589.574
2705,11/07/2018,Второй класс,Владивосток,Accessories,4199.217
6231,11/07/2018,Стандарт,Урал,Art,33196.78
8587,11/07/2018,Стандарт,Калиниград,Accessories,33110.5
8588,11/07/2018,Стандарт,Калиниград,Appliances,19593.65
8714,11/07/2018,Стандарт,Калиниград,Phones,33234.11
8715,11/07/2018,Стандарт,Калиниград,Binders,33779.66
2927,10/07/2018,Второй класс,Москва,Furnishings,8131.382
3107,10/07/2018,Стандарт,Урал,Storage,-19624.33
8038,10/07/2018,Стандарт,Москва,Appliances,4796.088
977,09/07/2018,Стандарт,Калиниград,Binders,41551.39
1044,09/07/2018,Первый класс,Урал,Art,40336.69
1045,09/07/2018,Первый класс,Урал,Appliances,2264.369
2233,09/07/2018,Стандарт,Урал,Storage,12922.82
2574,09/07/2018,Стандарт,Урал,Furnishings,22334.74
6141,09/07/2018,Стандарт,Владивосток,Paper,12520.55
6142,09/07/2018,Стандарт,Владивосток,Storage,31732.2
6143,09/07/2018,Стандарт,Владивосток,Phones,38670.95
6144,09/07/2018,Стандарт,Владивосток,Art,44375.15
347,08/07/2018,Стандарт,Владивосток,Art,19786.16
348,08/07/2018,Стандарт,Владивосток,Paper,37931.02
349,08/07/2018,Стандарт,Владивосток,Art,13692.08
1369,08/07/2018,Первый класс,Калиниград,Furnishings,33357.82
1621,08/07/2018,Стандарт,Калиниград,Furnishings,23730.73
1622,08/07/2018,Стандарт,Калиниград,Labels,11273.06
1623,08/07/2018,Стандарт,Калиниград,Binders,37371.11
1624,08/07/2018,Стандарт,Калиниград,Accessories,14894.51
3216,08/07/2018,Первый класс,Калиниград,Labels,40403.21
4536,08/07/2018,Стандарт,Калиниград,Furnishings,12145.31
4537,08/07/2018,Стандарт,Калиниград,Binders,29692.42
4538,08/07/2018,Стандарт,Калиниград,Art,3313.627
4539,08/07/2018,Стандарт,Калиниград,Art,29400.42
8405,08/07/2018,Стандарт,Владивосток,Furnishings,40773.89
8406,08/07/2018,Стандарт,Владивосток,Accessories,35033.27
8407,08/07/2018,Стандарт,Владивосток,Furnishings,42993.51
8408,08/07/2018,Стандарт,Владивосток,Art,1648.738
8409,08/07/2018,Стандарт,Владивосток,Art,20486.28
9531,08/07/2018,Стандарт,Калиниград,Paper,24150.23
1263,07/07/2018,Второй класс,Владивосток,Binders,41063.8
2371,07/07/2018,Второй класс,Владивосток,Accessories,3332.121
5930,07/07/2018,Первый класс,Владивосток,Bookcases,32725.16
5931,07/07/2018,Первый класс,Владивосток,Paper,22518.54
5932,07/07/2018,Первый класс,Владивосток,Phones,33553.21
5933,07/07/2018,Первый класс,Владивосток,Storage,41224.19
5934,07/07/2018,Первый класс,Владивосток,Accessories,26799.78
5935,07/07/2018,Первый класс,Владивосток,Accessories,44605.59
8492,07/07/2018,Стандарт,Калиниград,Fasteners,37933.53
199,06/07/2018,Стандарт,Владивосток,Binders,31078.04
200,06/07/2018,Стандарт,Владивосток,Paper,20608.98
6031,06/07/2018,Same Day,Москва,Chairs,34180.11
6743,06/07/2018,Стандарт,Калиниград,Chairs,41436.41
4230,05/07/2018,Стандарт,Урал,Furnishings,2202.901
4231,05/07/2018,Стандарт,Урал,Binders,20121.25
4232,05/07/2018,Стандарт,Урал,Paper,26171.92
4233,05/07/2018,Стандарт,Урал,Paper,38147.89
4234,05/07/2018,Стандарт,Урал,Binders,10335.17
