user_id,acq_channel,transactions
7da_62c08c83,BrainPlus,78
2479d-a-1--b,BrainPlus,20
cb5c5_3d0-61,SenseAds,60
2aca4_975_64,SenseAds,58
2b96c03fd4d5,BrainPlus,24
d66199666c5_,JetAds,49
a6f1a5203623,SenseAds,48
fa239dbb3-dd,SenseAds,65
75b08_0d_68f,GameAds,37
aaf500_fc817,GameAds,49
33c29375_8ac,JetAds,15
ca15cd8ab283,BrainPlus,54
4f9659_b_3a6,BrainPlus,69
f-b6c75cf346,SenseAds,38
cb1d59cfc_f9,GameAds,49
0-2daa4f62b4,JetAds,54
0f490c_f9303,JetAds,56
30007d73_7c5,SenseAds,49
2384_68dc770,SenseAds,79
3bf42_f0f807,BrainPlus,61
ad474da4763d,SenseAds,60
61226c7ff86b,GameAds,53
4957_9ad70-4,SenseAds,53
0085f_-89c66,SenseAds,41
b54cdb161900,GameAds,43
-4d00a33b45d,SenseAds,32
ba1_25661048,JetAds,27
-4c86aa5732-,BrainPlus,60
72129a-69_95,JetAds,44
a6f1a5203623,JetAds,52
101-2dd7b2_1,JetAds,40
75b08_0d_68f,JetAds,36
-446d6c32_87,GameAds,40
ad031850cc67,BrainPlus,48
ccda0f77093-,SenseAds,60
5_59a0c29882,GameAds,69
_f35b7723546,GameAds,53
1b8b_d38da99,BrainPlus,28
d4_-fb06f79f,JetAds,37
143c0-9a221a,SenseAds,47
0dc298ca92ff,GameAds,78
-17fb1908-14,JetAds,68
3_7cbd5f7-c6,SenseAds,55
0524d-f629d6,BrainPlus,30
7d9d7443-21b,JetAds,47
_1__71_15d8f,GameAds,42
120_0906414f,GameAds,45
_c_a6_f85603,JetAds,43
db5d35-3d582,BrainPlus,49
b-27219c4d_3,JetAds,79
5db24-838_71,JetAds,40
6-c-6-cfc28f,JetAds,31
0f3974_9_42d,JetAds,58
45353-5114-a,BrainPlus,50
b54cdb161900,SenseAds,26
-4d00a33b45d,SenseAds,49
ba1_25661048,GameAds,46
dfafac3a-_90,JetAds,51
f-f5-4_-7f84,JetAds,51
0abf82_f22-8,GameAds,33
dc3_f-781bc2,BrainPlus,42
c1_8cf4a9f-0,GameAds,62
-875f-bafa8f,GameAds,52
22_65f4aa176,SenseAds,23
f5867d-526db,SenseAds,63
-c5--74dd9_f,GameAds,39
36c-705d34a5,SenseAds,66
7401fcc764a5,BrainPlus,62
_16712f9_-ac,GameAds,27
4f9659_b_3a6,BrainPlus,70
-38c8a42a-41,JetAds,61
c_90ffd877db,SenseAds,86
-17fb1908-14,BrainPlus,73
-0967799494a,GameAds,21
-6_32d7d4d76,BrainPlus,48
a1f96c-5ac-8,SenseAds,64
86-003c132f6,GameAds,27
4a08aa21f4bb,JetAds,42
_07235f69dc7,JetAds,18
-cc-875a59c7,JetAds,67
47a-a2-c-06b,JetAds,73
3bf42_f0f807,JetAds,45
4957_9ad70-4,JetAds,68
9_5f5f_46db9,JetAds,36
a85f0b41538b,GameAds,14
725a366c598f,BrainPlus,50
ba1_25661048,GameAds,63
0abf82_f22-8,BrainPlus,49
992a2bb07257,GameAds,45
dc3_f-781bc2,SenseAds,57
-875f-bafa8f,JetAds,36
_417-5b41569,BrainPlus,42
f733c9b0bbf_,BrainPlus,55
1f8465d71c6f,BrainPlus,41
-4c86aa5732-,SenseAds,44
b79f7_c7_b9-,SenseAds,58
84_f779141-d,SenseAds,61
8f_761-5b-89,JetAds,37
54-1380a3262,SenseAds,36
_16712f9_-ac,GameAds,58
aaf500_fc817,JetAds,42
5_59a0c29882,SenseAds,41
233965c36f79,JetAds,19
3a-2a04203-5,JetAds,36
2d5cf5f350_-,JetAds,54
c-46__8b-12a,BrainPlus,30
3c7224_46_6-,GameAds,31
28_a_c33-d94,BrainPlus,31
524f-2dc921c,GameAds,40
120_0906414f,GameAds,66
47a-a2-c-06b,JetAds,54
745-478fc_51,BrainPlus,38
971510d78af8,JetAds,53
61226c7ff86b,BrainPlus,55
4957_9ad70-4,GameAds,36
0abf82_f22-8,GameAds,53
992a2bb07257,GameAds,44
7-42da397185,BrainPlus,57
-cab42d870cb,SenseAds,51
c67c6-0d3b19,BrainPlus,47
_3_f8c9da298,BrainPlus,56
f0826906b15c,BrainPlus,67
241cb8694b53,JetAds,56
83526f3-2b98,JetAds,46
0c9453440c85,BrainPlus,27
cf356c8c270c,SenseAds,25
4932a051-6_2,GameAds,47
fa239dbb3-dd,GameAds,60
c5f0b9d216b0,JetAds,57
ccda0f77093-,GameAds,53
b1007f33a6cc,BrainPlus,36
7_-2__b6c317,GameAds,60
76a2-56d3720,SenseAds,18
8ccd2a8-8698,JetAds,45
37407-953a42,SenseAds,38
01c-2ff81f_a,BrainPlus,0
4a08aa21f4bb,BrainPlus,57
978f_c_cd_01,GameAds,62
-_f2453dd4f_,JetAds,24
745-478fc_51,GameAds,58
b-27219c4d_3,JetAds,65
0f3974_9_42d,BrainPlus,50
ba1_25661048,JetAds,57
8fc_96cd07a3,JetAds,45
9a0--a-aa233,GameAds,60
c80281d2-c5a,JetAds,68
-cab42d870cb,BrainPlus,56
a0_ccd08b-06,JetAds,28
08734905f7-4,BrainPlus,61
1157014807f3,GameAds,33
813-a6c4-83-,GameAds,58
c86897b7adf7,SenseAds,64
5795cb0861d_,SenseAds,56
8cb04_0_f470,SenseAds,48
0c9453440c85,JetAds,47
_3afb1-3d18f,SenseAds,40
7850778124a1,SenseAds,57
6ad6c5-6-2-a,BrainPlus,38
f5867d-526db,JetAds,54
7401fcc764a5,BrainPlus,68
75b08_0d_68f,GameAds,42
9416fac1b3a0,SenseAds,36
-446d6c32_87,JetAds,61
44a52-aad805,GameAds,48
7-b527d85622,SenseAds,19
ca15cd8ab283,GameAds,45
_f35b7723546,SenseAds,34
3a-2a04203-5,BrainPlus,45
1b8b_d38da99,BrainPlus,40
9b-7-2f-6daf,SenseAds,41
a8756ad312-0,SenseAds,35
76a2-56d3720,GameAds,39
-52703_a273f,JetAds,44
73346df72a8b,GameAds,51
0524d-f629d6,GameAds,44
47a-a2-c-06b,GameAds,46
36a97cf55328,JetAds,51
8b5-8_f_2b__,JetAds,55
7744_f6320cb,JetAds,56
4957_9ad70-4,BrainPlus,78
45353-5114-a,BrainPlus,37
9_5f5f_46db9,BrainPlus,60
b54cdb161900,GameAds,43
9a0--a-aa233,GameAds,68
dc3_f-781bc2,JetAds,33
f733c9b0bbf_,BrainPlus,46
ad363424b908,GameAds,50
08734905f7-4,JetAds,55
1157014807f3,GameAds,63
b04002914_a9,GameAds,39
f06_5-3d4786,JetAds,27
_41cbc16262_,SenseAds,73
45_8c1a-4bd8,BrainPlus,51
7b54bdf4-64-,GameAds,31
35_484421-_4,GameAds,62
37b2d44889bb,JetAds,40
68a_239a73b8,BrainPlus,48
84_f779141-d,JetAds,64
37d706cd9dac,BrainPlus,52
4-d1fcd-37_5,GameAds,61
f-b6c75cf346,JetAds,63
df96909147-c,JetAds,68
cdd6f2699044,BrainPlus,41
a9754fd37343,GameAds,26
37407-953a42,GameAds,43
40aa30f-883f,GameAds,60
745-478fc_51,BrainPlus,49
f3_8d88a2d5c,JetAds,40
8b5-8_f_2b__,JetAds,36
3b72a4_75354,GameAds,59
8fc_96cd07a3,JetAds,56
d-5_9fd6fb26,BrainPlus,66
a0_ccd08b-06,SenseAds,52
677-6c04_60d,GameAds,78
c86897b7adf7,JetAds,44
5795cb0861d_,GameAds,30
ad_5127810dd,BrainPlus,47
f629_0_f2d10,SenseAds,45
c4492f40fc2c,GameAds,71
7bd048_41865,SenseAds,32
a0ff4646c370,SenseAds,82
4_26cf38480-,GameAds,72
d129__9bd821,GameAds,49
7da_62c08c83,GameAds,58
37b2d44889bb,GameAds,53
2fc0a9f8ad_0,BrainPlus,64
37d706cd9dac,BrainPlus,40
aa68f--adf-f,GameAds,75
ca15cd8ab283,SenseAds,22
9b-7-2f-6daf,SenseAds,38
09f8d9f5d582,SenseAds,25
b25793bdaf06,SenseAds,21
0f490c_f9303,BrainPlus,38
8ccd2a8-8698,JetAds,48
b53c7f8_760f,GameAds,57
01c-2ff81f_a,JetAds,45
_1__71_15d8f,SenseAds,59
8b5-8_f_2b__,GameAds,62
971510d78af8,BrainPlus,75
5db24-838_71,GameAds,82
45353-5114-a,BrainPlus,44
b54cdb161900,SenseAds,42
ba1_25661048,GameAds,51
8fc_96cd07a3,JetAds,39
dc3_f-781bc2,GameAds,57
7-42da397185,JetAds,58
813-a6c4-83-,GameAds,34
b04002914_a9,GameAds,64
f06_5-3d4786,JetAds,62
f629_0_f2d10,JetAds,57
4_26cf38480-,SenseAds,53
239045b238-6,BrainPlus,52
5-803802f7c2,SenseAds,32
8-7b70310913,GameAds,55
da2d13c24800,JetAds,64
0d81-4dd2d5d,JetAds,56
3f811-_1f183,SenseAds,55
_-34d62ca_5c,SenseAds,46
6a5c44__fbff,JetAds,62
86-003c132f6,GameAds,60
120_0906414f,GameAds,43
8b5-8_f_2b__,JetAds,81
971510d78af8,BrainPlus,42
26100748dc77,GameAds,61
0f3974_9_42d,BrainPlus,66
45353-5114-a,BrainPlus,38
725a366c598f,SenseAds,59
c67c6-0d3b19,BrainPlus,68
a0_ccd08b-06,GameAds,47
813-a6c4-83-,BrainPlus,32
8cb04_0_f470,JetAds,49
b04002914_a9,JetAds,69
ad_5127810dd,GameAds,56
f629_0_f2d10,BrainPlus,49
7bd048_41865,GameAds,28
a0ff4646c370,SenseAds,41
c_8758a_-acb,BrainPlus,45
-695d99_0254,SenseAds,49
83526f3-2b98,SenseAds,57
11345d93_-9-,GameAds,56
2b96c03fd4d5,JetAds,27
-b8c8db15c8a,GameAds,52
d66199666c5_,SenseAds,65
6-2276db_87b,BrainPlus,57
8199449-d6b5,JetAds,44
9416fac1b3a0,SenseAds,25
54-1380a3262,BrainPlus,70
7574_72_545d,GameAds,59
aaf500_fc817,SenseAds,55
da2d13c24800,GameAds,51
-cd47cdaa626,BrainPlus,37
_-34d62ca_5c,JetAds,97
df96909147-c,JetAds,40
0-2daa4f62b4,SenseAds,43
5_a0-_39b30d,SenseAds,70
bca6f89aad66,JetAds,48
8ab7-f986b13,JetAds,36
4a08aa21f4bb,SenseAds,19
47a-a2-c-06b,SenseAds,35
-36a16-c5b3-,GameAds,48
_0b94-f94aac,SenseAds,62
ac4fc5d89f96,GameAds,65
db5d35-3d582,BrainPlus,42
4957_9ad70-4,BrainPlus,41
b54cdb161900,BrainPlus,71
-4d00a33b45d,BrainPlus,39
725a366c598f,GameAds,63
992a2bb07257,SenseAds,51
f733c9b0bbf_,JetAds,37
22_65f4aa176,SenseAds,39
7-42da397185,BrainPlus,56
1f8465d71c6f,JetAds,62
f0826906b15c,GameAds,70
1157014807f3,BrainPlus,46
813-a6c4-83-,BrainPlus,47
5795cb0861d_,GameAds,73
2_31667f-026,SenseAds,52
4_26cf38480-,JetAds,73
b2a5b58fd196,JetAds,63
49f229910ba_,SenseAds,80
b55ac671f1d5,JetAds,49
00fc__3f0d29,JetAds,62
2_628_a08788,BrainPlus,45
264445-82_60,SenseAds,39
b1f1a8df_c_7,SenseAds,65
c727fd7cc667,JetAds,33
8-7b70310913,JetAds,64
6ad6c5-6-2-a,JetAds,29
c-5976-58f-7,GameAds,48
ccda0f77093-,JetAds,55
f-b6c75cf346,GameAds,62
_f35b7723546,SenseAds,69
bf_81d5a-125,JetAds,69
f7c4c96a1b-0,SenseAds,44
53_f-27b541f,SenseAds,46
09f8d9f5d582,SenseAds,11
-17fb1908-14,JetAds,28
a1f96c-5ac-8,SenseAds,28
40aa30f-883f,GameAds,33
524f-2dc921c,GameAds,44
ad474da4763d,BrainPlus,57
_49_bd20_c46,JetAds,48
61226c7ff86b,JetAds,36
4957_9ad70-4,BrainPlus,68
f-f5-4_-7f84,GameAds,52
bdc_7da4972a,GameAds,15
-875f-bafa8f,SenseAds,39
f733c9b0bbf_,BrainPlus,54
7-42da397185,JetAds,41
1157014807f3,SenseAds,38
ad_5127810dd,GameAds,64
f06_5-3d4786,BrainPlus,48
4_26cf38480-,JetAds,81
b2a5b58fd196,JetAds,65
c_8758a_-acb,BrainPlus,46
b55ac671f1d5,GameAds,48
2_628_a08788,SenseAds,46
d_8cb39d0a_4,SenseAds,72
b_8d4292b465,GameAds,36
b1f7cccdc31_,JetAds,64
35_484421-_4,BrainPlus,20
a_17172c---5,GameAds,51
f25f9b55b1-5,SenseAds,45
4932a051-6_2,JetAds,73
8199449-d6b5,JetAds,40
1d-3a7cd2d42,JetAds,31
ad031850cc67,SenseAds,35
0d81-4dd2d5d,JetAds,47
af27-8b-3a6-,SenseAds,37
4-d1fcd-37_5,SenseAds,62
233965c36f79,JetAds,31
a9754fd37343,SenseAds,31
c-46__8b-12a,BrainPlus,47
82059f_81a74,SenseAds,76
b53c7f8_760f,GameAds,66
_c_a6_f85603,SenseAds,36
9_5f5f_46db9,BrainPlus,44
ba1_25661048,BrainPlus,39
ad363424b908,BrainPlus,61
1157014807f3,SenseAds,46
5795cb0861d_,GameAds,62
_41cbc16262_,SenseAds,52
b55ac671f1d5,JetAds,42
b_8d4292b465,GameAds,67
368b55-8a8-d,GameAds,49
c4_160309793,GameAds,20
667f_25bbcdf,GameAds,63
--6968ca-40d,JetAds,28
cb5c5_3d0-61,SenseAds,44
b_6c123_1f7d,SenseAds,51
1d-3a7cd2d42,JetAds,76
da2d13c24800,BrainPlus,33
_f35b7723546,SenseAds,38
c05f688d4b2c,SenseAds,45
f7c4c96a1b-0,BrainPlus,52
0126-d4153b0,BrainPlus,42
-38c8a42a-41,GameAds,46
37407-953a42,JetAds,28
287_c5bf2-7f,BrainPlus,44
8ab7-f986b13,GameAds,10
a3__da__58-7,GameAds,76
-cc-875a59c7,JetAds,25
8f41351a0686,GameAds,88
7884b1712165,GameAds,62
_49_bd20_c46,JetAds,61
4957_9ad70-4,BrainPlus,30
0f3974_9_42d,JetAds,29
45353-5114-a,SenseAds,32
992a2bb07257,BrainPlus,47
bdc_7da4972a,BrainPlus,28
c1_8cf4a9f-0,JetAds,61
f733c9b0bbf_,SenseAds,58
8cb04_0_f470,GameAds,41
45_8c1a-4bd8,SenseAds,13
239045b238-6,BrainPlus,55
5-803802f7c2,GameAds,60
d9b8_4160a-4,JetAds,67
00fc__3f0d29,JetAds,41
2_628_a08788,GameAds,49
8-73f0284513,GameAds,76
46_3fa_a58_7,JetAds,65
a463_dd87667,GameAds,47
49d116b_6b14,SenseAds,61
22-68_c2d761,GameAds,32
11345d93_-9-,GameAds,60
-b8c8db15c8a,SenseAds,49
8199449-d6b5,SenseAds,72
ad031850cc67,GameAds,27
c-_301f0a7a-,GameAds,78
-cd47cdaa626,GameAds,64
ccda0f77093-,BrainPlus,60
9d-ff59d1ab0,GameAds,62
5_03512049d4,JetAds,45
8ccd2a8-8698,SenseAds,30
01c-2ff81f_a,JetAds,60
4a08aa21f4bb,SenseAds,61
992a2bb07257,BrainPlus,49
c80281d2-c5a,BrainPlus,56
c67c6-0d3b19,SenseAds,37
f06_5-3d4786,GameAds,56
2_31667f-026,SenseAds,47
4_26cf38480-,SenseAds,85
5-803802f7c2,GameAds,62
d9b8_4160a-4,GameAds,38
5212_-2a97--,SenseAds,51
b_8d4292b465,JetAds,63
43_a93f54f7a,GameAds,60
f4073_f0fcd3,BrainPlus,79
8c-f32_-bb-9,JetAds,56
f93a2554-ab0,BrainPlus,56
fa839a6027f4,SenseAds,67
2-4a_11-7b79,SenseAds,43
5f9_adcbf659,GameAds,32
6-fca34f747c,GameAds,64
63a5b-0830b9,GameAds,34
df0f3327-381,GameAds,63
83526f3-2b98,SenseAds,61
d9082b279fb-,BrainPlus,55
86_17d89b08-,JetAds,59
cf356c8c270c,JetAds,47
6ad6c5-6-2-a,BrainPlus,84
6-2276db_87b,JetAds,60
0d81-4dd2d5d,SenseAds,46
b_8_-c1834ab,SenseAds,51
33c29375_8ac,GameAds,31
b4a-6840c506,BrainPlus,61
f-b6c75cf346,JetAds,65
f7c4c96a1b-0,JetAds,65
_87ac35c9f7-,JetAds,49
d4_-fb06f79f,JetAds,47
4b9b310f8543,GameAds,45
2dbc717_090f,SenseAds,62
120_0906414f,BrainPlus,65
-36a16-c5b3-,BrainPlus,28
967520c_6d75,JetAds,40
db5d35-3d582,GameAds,60
8b5-8_f_2b__,BrainPlus,36
4957_9ad70-4,GameAds,43
b04002914_a9,JetAds,52
f06_5-3d4786,JetAds,25
7bd048_41865,SenseAds,59
239045b238-6,GameAds,68
b1f7cccdc31_,GameAds,40
f4073_f0fcd3,BrainPlus,37
8c-f32_-bb-9,SenseAds,53
f93a2554-ab0,JetAds,49
fa839a6027f4,BrainPlus,33
f3_210ff39a3,SenseAds,34
3f-8f-1a9_2a,JetAds,31
49d1b5424fd8,JetAds,62
0a54d-164_7f,BrainPlus,59
241cb8694b53,SenseAds,45
83526f3-2b98,GameAds,80
2250aaf0-9ff,GameAds,40
d_42bc99715d,JetAds,30
4932a051-6_2,BrainPlus,63
b79f7_c7_b9-,JetAds,42
ad031850cc67,BrainPlus,53
-cd47cdaa626,BrainPlus,63
7c8c1-3bcd2d,SenseAds,49
9d-ff59d1ab0,BrainPlus,23
b4a-6840c506,SenseAds,51
a9754fd37343,BrainPlus,29
c_90ffd877db,GameAds,39
809-872a137_,BrainPlus,49
63c995f-fc12,GameAds,34
8f41351a0686,GameAds,36
5db24-838_71,JetAds,36
6-c-6-cfc28f,SenseAds,61
4957_9ad70-4,GameAds,57
ac3-795c_3f2,GameAds,42
4_26cf38480-,BrainPlus,42
239045b238-6,JetAds,58
d50a64a_5666,JetAds,56
da-_b2-7-3-0,GameAds,38
f4073_f0fcd3,BrainPlus,50
3f21f0d__283,SenseAds,58
22-68_c2d761,BrainPlus,57
0a54d-164_7f,SenseAds,36
3c-baf8_f174,BrainPlus,48
72129a-69_95,BrainPlus,45
36c-705d34a5,SenseAds,47
8199449-d6b5,JetAds,35
8d__71fb4_2a,JetAds,63
da2d13c24800,JetAds,33
c57017892cf9,SenseAds,40
_87ac35c9f7-,GameAds,64
cdd6f2699044,JetAds,49
d4_-fb06f79f,JetAds,56
143c0-9a221a,GameAds,65
809-872a137_,GameAds,45
8ccd2a8-8698,GameAds,49
b1_b8137_76c,JetAds,58
ac4fc5d89f96,JetAds,44
f3_8d88a2d5c,JetAds,54
7884b1712165,SenseAds,64
992a2bb07257,BrainPlus,50
dc3_f-781bc2,JetAds,31
_417-5b41569,GameAds,49
f733c9b0bbf_,GameAds,49
00fc__3f0d29,JetAds,74
368b55-8a8-d,JetAds,32
43_a93f54f7a,GameAds,64
49d116b_6b14,JetAds,42
fc9c-28b_030,SenseAds,44
5f9_adcbf659,GameAds,51
73c7-f095d0a,BrainPlus,39
464bb_69c078,SenseAds,71
0a54d-164_7f,BrainPlus,46
306807861a4d,JetAds,14
bc82_f39168c,JetAds,47
7285d_fb3d_8,GameAds,75
-b8c8db15c8a,JetAds,52
1d4642_d31a8,SenseAds,54
-446d6c32_87,JetAds,68
c57017892cf9,JetAds,53
fd74ccf0a_66,SenseAds,48
0126-d4153b0,SenseAds,40
_87ac35c9f7-,JetAds,64
-52703_a273f,GameAds,46
8ccd2a8-8698,JetAds,37
047-a0f2da5_,SenseAds,44
5db24-838_71,BrainPlus,43
0085f_-89c66,BrainPlus,0
22_65f4aa176,GameAds,34
08734905f7-4,BrainPlus,70
5795cb0861d_,SenseAds,42
b04002914_a9,JetAds,28
_41cbc16262_,BrainPlus,55
4_26cf38480-,JetAds,47
85574bf11b75,JetAds,60
-695d99_0254,SenseAds,46
903-b452c-98,JetAds,69
5212_-2a97--,BrainPlus,60
d_8cb39d0a_4,SenseAds,49
43_a93f54f7a,GameAds,49
46_3fa_a58_7,JetAds,22
3f21f0d__283,SenseAds,55
8c-f32_-bb-9,GameAds,62
5f9_adcbf659,GameAds,54
49d1b5424fd8,JetAds,43
764_-0091_6d,JetAds,26
3c-baf8_f174,JetAds,60
0b56f6a12456,BrainPlus,45
c2b8_13375c6,GameAds,50
7285d_fb3d_8,SenseAds,56
19869b228-03,BrainPlus,73
7da_62c08c83,SenseAds,46
c-5976-58f-7,SenseAds,65
6-2276db_87b,BrainPlus,54
54-1380a3262,SenseAds,64
-898a8b0-97c,BrainPlus,44
b4a-6840c506,BrainPlus,65
7_-2__b6c317,BrainPlus,47
b25793bdaf06,JetAds,60
0f490c_f9303,JetAds,20
6a5c44__fbff,JetAds,81
68b889d5_140,SenseAds,66
3_7cbd5f7-c6,BrainPlus,59
3bf42_f0f807,BrainPlus,51
f3_8d88a2d5c,BrainPlus,64
992a2bb07257,SenseAds,64
bdc_7da4972a,BrainPlus,50
22_65f4aa176,JetAds,40
c80281d2-c5a,GameAds,56
ad_5127810dd,BrainPlus,34
a0ff4646c370,GameAds,58
dc08b12_56-b,GameAds,33
5212_-2a97--,SenseAds,56
264445-82_60,JetAds,55
da-_b2-7-3-0,JetAds,55
fc9c-28b_030,JetAds,58
4f0-6caa9d08,SenseAds,52
f3_210ff39a3,BrainPlus,68
a415d2067--8,GameAds,59
a2d0_d-0-333,SenseAds,29
051f794a9d4f,JetAds,58
0a54d-164_7f,BrainPlus,72
2db_b_cd783-,BrainPlus,60
5b402362cd1a,SenseAds,67
bc82_f39168c,SenseAds,54
c2b8_13375c6,JetAds,43
19869b228-03,JetAds,75
_35afaf--956,SenseAds,44
a0b-a95a802a,BrainPlus,48
-346491970_9,GameAds,50
95568cf54ad3,JetAds,45
4f1809a56020,GameAds,61
86_17d89b08-,BrainPlus,76
6ad6c5-6-2-a,GameAds,63
c5f0b9d216b0,GameAds,72
616c34915819,BrainPlus,9
7c8c1-3bcd2d,GameAds,26
4f9659_b_3a6,BrainPlus,53
30007d73_7c5,SenseAds,37
2384_68dc770,BrainPlus,25
a3__da__58-7,GameAds,35
3bf42_f0f807,SenseAds,37
-_f2453dd4f_,SenseAds,61
0085f_-89c66,GameAds,50
c67c6-0d3b19,BrainPlus,63
5795cb0861d_,SenseAds,52
ac3-795c_3f2,SenseAds,65
239045b238-6,BrainPlus,48
5-803802f7c2,GameAds,68
dc08b12_56-b,SenseAds,39
b2a5b58fd196,JetAds,50
264445-82_60,SenseAds,50
da-_b2-7-3-0,JetAds,70
43_a93f54f7a,JetAds,71
8-73f0284513,BrainPlus,71
f4073_f0fcd3,SenseAds,69
49d116b_6b14,JetAds,45
dc4dc66bf_4f,SenseAds,47
a415d2067--8,GameAds,27
5f9_adcbf659,BrainPlus,30
464bb_69c078,GameAds,56
63a5b-0830b9,GameAds,35
3f-8f-1a9_2a,SenseAds,66
c-6f5f48d08d,SenseAds,58
3c-baf8_f174,SenseAds,42
306807861a4d,BrainPlus,61
7285d_fb3d_8,BrainPlus,69
-346491970_9,SenseAds,32
4f1809a56020,JetAds,34
d331b51ba42b,BrainPlus,38
9c19f_16a319,SenseAds,46
648b98fa6cf3,JetAds,37
d129__9bd821,BrainPlus,70
86_17d89b08-,GameAds,41
_3afb1-3d18f,GameAds,49
_c500404cac9,GameAds,52
-b8c8db15c8a,GameAds,66
9d617_a0_5-3,GameAds,61
-c5--74dd9_f,JetAds,69
8199449-d6b5,JetAds,59
6cb_492c83b8,BrainPlus,51
aaf500_fc817,SenseAds,59
3f811-_1f183,GameAds,51
cdd6f2699044,JetAds,39
4b9b310f8543,SenseAds,69
3b9__25040_-,JetAds,42
c_90ffd877db,GameAds,74
8ccd2a8-8698,BrainPlus,70
82059f_81a74,GameAds,48
3c7224_46_6-,GameAds,38
-cc-875a59c7,JetAds,44
db5d35-3d582,JetAds,59
8b5-8_f_2b__,BrainPlus,37
7744_f6320cb,JetAds,60
61226c7ff86b,GameAds,42
4957_9ad70-4,GameAds,43
0085f_-89c66,GameAds,42
0f3974_9_42d,GameAds,72
c1_8cf4a9f-0,BrainPlus,32
-875f-bafa8f,BrainPlus,55
2_31667f-026,SenseAds,14
00fc__3f0d29,JetAds,39
43_a93f54f7a,BrainPlus,26
8d7c3d0f60d5,SenseAds,40
667f_25bbcdf,JetAds,49
8c-f32_-bb-9,GameAds,48
f3_210ff39a3,SenseAds,59
73c7-f095d0a,SenseAds,58
6-fca34f747c,BrainPlus,53
a2d0_d-0-333,BrainPlus,46
0a54d-164_7f,JetAds,44
2db_b_cd783-,BrainPlus,53
c2b8_13375c6,SenseAds,29
_35afaf--956,BrainPlus,46
5d5_d4f662c6,GameAds,58
85a9b5_9705d,GameAds,31
9c19f_16a319,SenseAds,37
a9193-c1f638,JetAds,42
df0f3327-381,GameAds,91
86_17d89b08-,GameAds,46
ac697ff23_7c,JetAds,59
3f94090-0df0,BrainPlus,55
af27-8b-3a6-,SenseAds,63
7161_7862fd0,GameAds,57
4b9b310f8543,JetAds,67
0dc298ca92ff,BrainPlus,63
c-46__8b-12a,BrainPlus,48
8ccd2a8-8698,BrainPlus,50
3_7cbd5f7-c6,JetAds,43
7d9d7443-21b,SenseAds,78
47a-a2-c-06b,BrainPlus,49
9_5f5f_46db9,JetAds,44
725a366c598f,BrainPlus,34
7-42da397185,JetAds,57
dc08b12_56-b,GameAds,43
5212_-2a97--,JetAds,39
2_628_a08788,BrainPlus,45
da-_b2-7-3-0,JetAds,36
8-73f0284513,GameAds,48
f93a2554-ab0,JetAds,44
05-59f5932d9,BrainPlus,22
c-6f5f48d08d,BrainPlus,60
339bab5269_9,SenseAds,42
4f1809a56020,JetAds,31
5_0f98-4c58f,BrainPlus,41
d331b51ba42b,JetAds,31
9c19f_16a319,JetAds,62
a9193-c1f638,GameAds,52
f0625481c611,BrainPlus,42
32d368d4_7b_,SenseAds,54
8c8a6_68-_2d,SenseAds,49
48b_3941-2d3,SenseAds,30
6a084897_14c,SenseAds,44
-c5--74dd9_f,GameAds,49
1707--88397a,JetAds,61
aa68f--adf-f,GameAds,46
0d81-4dd2d5d,JetAds,25
7c8c1-3bcd2d,GameAds,30
_-34d62ca_5c,BrainPlus,36
a62351-136d0,JetAds,47
ca15f1a9_d64,JetAds,48
83bac_7ba6a1,BrainPlus,58
-17fb1908-14,JetAds,52
7884b1712165,GameAds,55
763fa_3_b038,BrainPlus,63
8cb04_0_f470,BrainPlus,69
f06_5-3d4786,BrainPlus,73
fdd803b0-8ff,SenseAds,48
7bd048_41865,GameAds,51
d9b8_4160a-4,JetAds,24
00fc__3f0d29,SenseAds,63
a463_dd87667,GameAds,57
fa839a6027f4,JetAds,59
f3_210ff39a3,SenseAds,63
051f794a9d4f,SenseAds,51
5b402362cd1a,GameAds,42
_35afaf--956,GameAds,36
-346491970_9,SenseAds,49
5d5_d4f662c6,GameAds,41
d50d362a8c6a,SenseAds,74
a_0c3_d5f7a4,GameAds,33
8c8a6_68-_2d,GameAds,52
df0-95c9_660,SenseAds,49
-7b-31882acc,GameAds,54
_3298bd95f05,GameAds,70
8b95a8947c29,GameAds,59
a6708d2_1b42,BrainPlus,54
96-4377d99ca,JetAds,20
30b98b36_369,GameAds,43
7850778124a1,BrainPlus,35
ca15cd8ab283,SenseAds,36
f-b6c75cf346,JetAds,77
1091248239b1,JetAds,59
2d5cf5f350_-,BrainPlus,36
78b95-34f456,GameAds,22
9b-7-2f-6daf,SenseAds,55
3894af-2_ab1,SenseAds,41
-52703_a273f,SenseAds,58
b53c7f8_760f,BrainPlus,62
47a-a2-c-06b,JetAds,63
745-478fc_51,JetAds,53
a85f0b41538b,BrainPlus,44
22_65f4aa176,JetAds,40
d-5_9fd6fb26,SenseAds,51
c80281d2-c5a,BrainPlus,38
8cb04_0_f470,SenseAds,46
_41cbc16262_,JetAds,64
45_8c1a-4bd8,GameAds,25
f629_0_f2d10,SenseAds,74
c4492f40fc2c,SenseAds,52
5_93-cac-c26,BrainPlus,41
239045b238-6,BrainPlus,48
c_8758a_-acb,BrainPlus,55
5212_-2a97--,BrainPlus,43
d50a64a_5666,GameAds,57
